customer_id,signup_date,city,country,device_type,operating_system,referral_source,funnel_stage_reached, order_value ,discount_used,last_active_timestamp,session_duration_seconds
CUST-00215,15/07/2024,Dublin,Ireland,Mobile,Android,Email Campaign,Viewed,,No,29/07/2024 10:10,1435
CUST-00079,26/11/2024,Manchester,United Kingdom,Mobile,iOS,Instagram Ads,Added to Cart,,No,09/12/2024 14:22,1201
CUST-01714,09/02/2024,Los Angeles,United States,Mobile,Android,Email Campaign,Added to Cart,,No,12/09/2024 19:15,756
CUST-01100,06/07/2024,New York,United States,Mobile,Android,Facebook Ads,Checkout,,No,22/07/2024 08:26,257
CUST-00819,06/04/2024,Leeds,United Kingdom,Mobile,iOS,Email Campaign,Viewed,,No,19/04/2024 17:30,599
CUST-00065,16/02/2024,London,United Kingdom,Mobile,iOS,Email Campaign,Checkout,,No,20/02/2024 21:43,1235
CUST-00883,23/11/2024,London,United Kingdom,Desktop,Windows,Google Search,Added to Cart,,No,05/12/2024 11:03,1340
CUST-01716,26/01/2024,London,United Kingdom,Desktop,Windows,Facebook Ads,Viewed,,No,31/01/2024 18:48,358
CUST-00361,20/06/2024,New York,United States,Mobile,iOS,Direct,Purchased,417.67 ,Yes,03/07/2024 03:18,
CUST-00896,12/02/2024,Manchester,United Kingdom,Tablet,Android,Direct,Checkout,,No,22/02/2024 03:59,1742
CUST-01474,21/02/2024,Dublin,Ireland,Mobile,iOS,Facebook Ads,Purchased,67.95 ,Yes,04/03/2024 11:41,596
CUST-00468,29/12/2024,London,United Kingdom,Desktop,Windows,Instagram Ads,Added to Cart,,No,09/01/2025 01:01,
CUST-00306,11/07/2024,London,United Kingdom,Desktop,Windows,Google Search,Checkout,,No,25/07/2024 20:13,1372
CUST-01349,22/09/2024,Toronto,Canada,Desktop,Windows,Google Search,Viewed,,No,23/09/2024 08:27,1603
CUST-01512,03/10/2024,Paris,France,Tablet,Android,Affiliate,Viewed,,No,16/10/2024 15:46,510
CUST-00665,30/06/2024,Melbourne,Australia,Desktop,Windows,Email Campaign,Viewed,,No,17/07/2024 00:20,
CUST-00942,30/01/2024,London,United Kingdom,Mobile,iOS,Email Campaign,Added to Cart,,No,03/02/2024 07:58,1383
CUST-00424,11/06/2024,Manchester,United Kingdom,Desktop,Windows,Facebook Ads,Added to Cart,,No,19/06/2024 11:18,1270
CUST-00550,23/07/2024,Manchester,United Kingdom,Mobile,Android,Facebook Ads,Viewed,,No,03/08/2024 10:16,1404
CUST-00070,31/07/2024,Sydney,Australia,Desktop,macOS,Instagram Ads,Checkout,,No,01/08/2024 22:27,778
CUST-01645,11/10/2024,Paris,France,Desktop,Windows,Referral,Viewed,,No,26/10/2024 01:18,1600
CUST-00769,06/09/2024,Paris,France,Mobile,Android,Facebook Ads,Viewed,,No,24/09/2024 13:35,878
CUST-00733,25/09/2024,Toronto,Canada,Mobile,iOS,Direct,Viewed,,No,07/10/2024 03:18,1175
CUST-00667,08/06/2024,Toronto,Canada,Desktop,macOS,Google Search,Viewed,,No,17/08/2024 11:23,218
CUST-01248,12/05/2024,New York,United States,Tablet,iPadOS,Affiliate,Viewed,,No,18/05/2024 05:51,118
CUST-00828,28/08/2024,Paris,France,Mobile,Android,Direct,Viewed,,No,07/09/2024 11:42,1505
CUST-00181,24/02/2024,Melbourne,Australia,Desktop,macOS,Direct,Checkout,,No,29/02/2024 20:59,638
CUST-01144,19/10/2024,Toronto,Canada,Mobile,Android,Email Campaign,Viewed,,No,26/10/2024 12:14,1297
CUST-00451,17/08/2024,London,United Kingdom,Tablet,iPadOS,Email Campaign,Viewed,,No,23/08/2024 11:50,522
CUST-01091,15/11/2024,Berlin,Germany,Mobile,Android,Email Campaign,Viewed,,No,01/12/2024 05:44,329
CUST-00219,21/12/2024,Los Angeles,United States,Desktop,Windows,Facebook Ads,Viewed,,No,08/01/2025 15:56,593
CUST-01133,22/05/2024,Toronto,Canada,Mobile,iOS,Direct,Viewed,,No,29/05/2024 00:15,1005
CUST-00255,12/01/2024,Manchester,United Kingdom,Mobile,iOS,Google Search,Viewed,,No,15/01/2024 21:52,845
CUST-00248,11/11/2024,Manchester,United Kingdom,Desktop,macOS,Email Campaign,Viewed,,No,16/11/2024 17:07,581
CUST-01507,21/07/2024,Melbourne,Australia,Mobile,iOS,Direct,Added to Cart,,No,21/07/2024 19:46,1640
CUST-00651,10/01/2024,Melbourne,Australia,Mobile,iOS,Instagram Ads,Purchased,302.28 ,No,30/01/2024 12:55,703
CUST-01516,13/04/2024,Sydney,Australia,Mobile,Android,Referral,Viewed,,No,03/05/2024 23:15,1333
CUST-00134,09/12/2024,New York,United States,Tablet,iPadOS,Referral,Added to Cart,,No,28/09/2024 04:02,1329
CUST-00724,19/10/2024,Chicago,United States,Mobile,Android,Google Search,Viewed,,No,20/10/2024 01:52,1756
CUST-00135,08/02/2024,Sydney,Australia,Mobile,iOS,Instagram Ads,Purchased,177.34 ,No,27/02/2024 12:45,
CUST-01511,20/04/2024,London,United Kingdom,Mobile,Android,Facebook Ads,Viewed,,No,30/04/2024 16:37,1430
CUST-01689,13/06/2024,Melbourne,Australia,Desktop,Windows,Affiliate,Added to Cart,,No,23/06/2024 04:36,
CUST-01531,23/05/2024,Berlin,Germany,Mobile,Android,Direct,Viewed,,No,07/06/2024 03:35,876
CUST-00238,21/01/2024,Dublin,Ireland,Desktop,Windows,Google Search,Added to Cart,,No,05/02/2024 18:36,1237
CUST-00324,29/04/2024,London,United Kingdom,Mobile,Android,Facebook Ads,Added to Cart,,No,30/04/2024 09:34,449
CUST-00888,30/12/2024,London,United Kingdom,Mobile,iOS,Referral,Added to Cart,,No,06/01/2025 23:26,768
CUST-00031,20/05/2024,Los Angeles,United States,Mobile,Android,Instagram Ads,Added to Cart,,No,25/05/2024 14:00,146
CUST-01779,18/07/2024,Birmingham,United Kingdom,Mobile,Android,Direct,Added to Cart,,No,18/07/2024 19:34,623
CUST-01554,17/12/2024,Berlin,Germany,Desktop,macOS,Google Search,Added to Cart,,No,22/12/2024 10:27,1794
CUST-00629,03/12/2024,New York,United States,Tablet,Android,Email Campaign,Added to Cart,,No,30/03/2024 22:23,962
CUST-00344,26/08/2024,Paris,France,Mobile,Android,Instagram Ads,Added to Cart,,No,27/08/2024 21:49,
CUST-01427,21/04/2024,Chicago,United States,Tablet,iPadOS,Google Search,Viewed,,No,03/05/2024 14:54,343
CUST-00674,19/07/2024,Dublin,Ireland,Tablet,iPadOS,Email Campaign,Checkout,,No,26/07/2024 19:46,966
CUST-01362,01/01/2024,Sydney,Australia,Mobile,iOS,Direct,Viewed,,No,06/01/2024 04:51,25
CUST-00477,22/09/2024,London,United Kingdom,Mobile,Android,Referral,Viewed,,No,27/09/2024 01:21,155
CUST-00831,31/05/2024,Sydney,Australia,Mobile,Android,Email Campaign,Added to Cart,,No,08/06/2024 03:55,235
CUST-01782,08/08/2024,Birmingham,United Kingdom,Desktop,macOS,Affiliate,Added to Cart,,No,25/08/2024 02:47,525
CUST-01003,21/01/2024,Los Angeles,United States,Desktop,macOS,Instagram Ads,Viewed,,No,23/01/2024 20:33,156
CUST-00009,07/09/2024,Toronto,Canada,Desktop,Windows,Instagram Ads,Added to Cart,,No,17/09/2024 08:42,272
CUST-00246,13/02/2024,Toronto,Canada,Mobile,Android,Direct,Viewed,,No,18/02/2024 04:05,1652
CUST-01595,06/07/2024,Birmingham,United Kingdom,Desktop,Windows,Affiliate,Viewed,,No,21/06/2024 16:33,1670
CUST-00719,26/06/2024,Melbourne,Australia,Tablet,iPadOS,Google Search,Purchased,29.04 ,No,07/07/2024 01:10,1099
CUST-00136,01/09/2024,Dublin,Ireland,Desktop,Windows,Facebook Ads,Added to Cart,,No,29/01/2024 09:16,1284
CUST-01566,02/07/2024,Paris,France,Tablet,iPadOS,Referral,Added to Cart,,No,20/07/2024 14:59,119
CUST-00140,15/10/2024,Toronto,Canada,Tablet,Android,Email Campaign,Added to Cart,,No,17/10/2024 10:45,1254
CUST-00412,16/02/2024,New York,United States,Mobile,Android,Affiliate,Viewed,,No,06/03/2024 10:27,1667
CUST-01308,31/10/2024,Leeds,United Kingdom,Tablet,iPadOS,Email Campaign,Viewed,,No,08/11/2024 19:45,1001
CUST-00105,25/08/2024,Manchester,United Kingdom,Desktop,macOS,Email Campaign,Viewed,,No,10/09/2024 12:25,510
CUST-00420,26/01/2024,Sydney,Australia,Desktop,Windows,Google Search,Checkout,,No,06/02/2024 19:36,1709
CUST-00369,16/06/2024,New York,United States,Mobile,iOS,Affiliate,Viewed,,No,26/06/2024 15:48,1673
CUST-01148,04/11/2024,Melbourne,Australia,Desktop,Windows,Facebook Ads,Checkout,,No,09/11/2024 07:44,1445
CUST-00909,02/09/2024,Manchester,United Kingdom,Desktop,Windows,Google Search,Viewed,,No,21/09/2024 07:45,214
CUST-01459,28/07/2024,Sydney,Australia,Tablet,Android,Instagram Ads,Purchased,430.83 ,Yes,29/07/2024 06:26,1177
CUST-00122,06/11/2024,Dublin,Ireland,Tablet,iPadOS,Affiliate,Viewed,,No,22/11/2024 15:36,755
CUST-00417,19/06/2024,Birmingham,United Kingdom,Desktop,Windows,Referral,Checkout,,No,20/06/2024 05:22,923
CUST-01066,26/03/2024,London,United Kingdom,Mobile,Android,Affiliate,Added to Cart,,No,10/04/2024 22:48,1749
CUST-01084,16/05/2024,Manchester,United Kingdom,Tablet,iPadOS,Email Campaign,Purchased,328.64 ,Yes,18/05/2024 11:26,1721
CUST-00808,19/04/2024,Toronto,Canada,Desktop,macOS,Affiliate,Viewed,,No,04/05/2024 11:11,1165
CUST-00737,31/03/2024,Berlin,Germany,Tablet,Android,Email Campaign,Viewed,,No,11/04/2024 19:57,1045
CUST-01454,13/09/2024,London,United Kingdom,Desktop,Windows,Facebook Ads,Added to Cart,,No,27/09/2024 06:37,1569
CUST-00249,18/06/2024,Melbourne,Australia,Desktop,macOS,Email Campaign,Checkout,,No,06/07/2024 08:28,1517
CUST-00619,05/02/2024,Chicago,United States,Tablet,iPadOS,Google Search,Viewed,,No,05/02/2024 16:04,364
CUST-00491,31/08/2024,Melbourne,Australia,Desktop,Windows,Facebook Ads,Added to Cart,,No,14/09/2024 19:57,805
CUST-00302,28/05/2024,Manchester,United Kingdom,Desktop,macOS,Facebook Ads,Added to Cart,,No,06/06/2024 02:21,291
CUST-00807,06/09/2024,Paris,France,Mobile,iOS,Facebook Ads,Viewed,,No,26/09/2024 02:30,745
CUST-00294,06/02/2024,Berlin,Germany,Mobile,Android,Direct,Viewed,,No,21/02/2024 20:28,134
CUST-00541,25/01/2024,Toronto,Canada,Mobile,iOS,Email Campaign,Viewed,,No,27/01/2024 23:13,
CUST-00862,29/03/2024,Dublin,Ireland,Mobile,Android,Google Search,Viewed,,No,09/04/2024 12:07,1557
CUST-00286,25/08/2024,London,United Kingdom,Mobile,iOS,Facebook Ads,Purchased,98.60 ,No,27/08/2024 15:09,521
CUST-00861,27/02/2024,Paris,France,Mobile,iOS,Email Campaign,Viewed,,No,17/03/2024 03:05,987
CUST-01107,10/03/2024,Los Angeles,United States,Desktop,macOS,Direct,Added to Cart,,No,22/03/2024 23:26,1230
CUST-01438,20/04/2024,London,United Kingdom,Mobile,iOS,Email Campaign,Added to Cart,,No,26/04/2024 22:56,303
CUST-01691,09/12/2024,Manchester,United Kingdom,Mobile,iOS,Email Campaign,Added to Cart,,No,01/10/2024 00:36,254
CUST-00618,10/09/2024,Leeds,United Kingdom,Desktop,macOS,Email Campaign,Viewed,,No,14/09/2024 05:29,1423
CUST-01034,30/01/2024,Sydney,Australia,Desktop,Windows,Facebook Ads,Checkout,,No,08/02/2024 21:41,531
CUST-00256,10/01/2024,Leeds,United Kingdom,Tablet,iPadOS,Referral,Viewed,,No,19/01/2024 04:19,387
CUST-00918,08/06/2024,London,United Kingdom,Tablet,Android,Affiliate,Viewed,,No,27/06/2024 22:01,875
CUST-01648,31/08/2024,London,United Kingdom,Mobile,Android,Email Campaign,Viewed,,No,19/09/2024 15:11,1243
CUST-01436,18/04/2024,London,United Kingdom,Tablet,iPadOS,Email Campaign,Viewed,,No,21/04/2024 07:55,800
CUST-01498,23/12/2024,Manchester,United Kingdom,Desktop,Windows,Direct,Added to Cart,,No,27/12/2024 12:39,1111
CUST-00596,17/05/2024,Los Angeles,United States,Desktop,Windows,Instagram Ads,Added to Cart,,No,21/05/2024 05:58,1533
CUST-01185,08/04/2024,Los Angeles,United States,Mobile,Android,Facebook Ads,Added to Cart,,No,23/04/2024 21:39,1178
CUST-00066,15/03/2024,New York,United States,Mobile,iOS,Facebook Ads,Viewed,,No,22/03/2024 19:43,
CUST-01083,27/12/2024,Berlin,Germany,Desktop,Windows,Direct,Viewed,,No,10/01/2025 11:17,1227
CUST-00341,10/11/2024,Sydney,Australia,Mobile,iOS,Email Campaign,Viewed,,No,13/10/2024 02:00,1362
CUST-00465,23/05/2024,Paris,France,Desktop,macOS,Email Campaign,Viewed,,No,06/06/2024 18:43,1242
CUST-01220,21/04/2024,Leeds,United Kingdom,Tablet,Android,Referral,Purchased,266.48 ,No,09/05/2024 18:14,1195
CUST-00187,17/07/2024,London,United Kingdom,Desktop,macOS,Instagram Ads,Added to Cart,,No,27/07/2024 10:50,341
CUST-01372,10/04/2024,London,United Kingdom,Desktop,Windows,Direct,Viewed,,No,15/04/2024 21:54,808
CUST-01764,27/02/2024,Melbourne,Australia,Mobile,Android,Facebook Ads,Viewed,,No,08/03/2024 00:20,1495
CUST-00986,19/10/2024,Toronto,Canada,Tablet,iPadOS,Facebook Ads,Viewed,,No,01/11/2024 12:03,339
CUST-00337,24/06/2024,Birmingham,United Kingdom,Mobile,Android,Affiliate,Viewed,,No,06/07/2024 15:49,846
CUST-00708,03/09/2024,Los Angeles,United States,Desktop,Windows,Direct,Checkout,,No,13/03/2024 09:33,1700
CUST-00004,13/07/2024,Toronto,Canada,Mobile,iOS,Email Campaign,Added to Cart,,No,28/07/2024 23:07,1325
CUST-01269,27/05/2024,Birmingham,United Kingdom,Mobile,Android,Referral,Added to Cart,,No,05/06/2024 09:13,
CUST-01417,30/01/2024,Los Angeles,United States,Desktop,macOS,Referral,Viewed,,No,17/02/2024 11:18,922
CUST-01019,12/09/2024,Manchester,United Kingdom,Mobile,iOS,Direct,Purchased,83.47 ,No,15/09/2024 02:23,1394
CUST-01680,03/02/2024,Birmingham,United Kingdom,Mobile,Android,Referral,Purchased,259.00 ,Yes,21/02/2024 07:10,1389
CUST-00437,25/08/2024,Sydney,Australia,Mobile,iOS,Facebook Ads,Checkout,,No,12/09/2024 13:23,1181
CUST-00279,22/07/2024,Manchester,United Kingdom,Desktop,Windows,Google Search,Added to Cart,,No,28/07/2024 01:04,1093
CUST-00237,08/05/2024,Melbourne,Australia,Mobile,Android,Email Campaign,Viewed,,No,17/05/2024 20:23,370
CUST-01563,23/09/2024,New York,United States,Desktop,Windows,Email Campaign,Added to Cart,,No,05/10/2024 18:23,234
CUST-00569,07/12/2024,Los Angeles,United States,Desktop,macOS,Facebook Ads,Added to Cart,,No,26/12/2024 18:58,319
CUST-00483,11/02/2024,London,United Kingdom,Mobile,iOS,Referral,Added to Cart,,No,21/02/2024 14:08,1437
CUST-00142,17/05/2024,Manchester,United Kingdom,Desktop,Windows,Email Campaign,Checkout,,No,22/05/2024 23:36,934
CUST-01505,24/12/2024,Toronto,Canada,Tablet,iPadOS,Affiliate,Added to Cart,,No,04/01/2025 02:13,64
CUST-01789,07/10/2024,London,United Kingdom,Mobile,iOS,Direct,Checkout,,No,22/07/2024 01:08,1146
CUST-01770,26/02/2024,Chicago,United States,Desktop,Windows,Facebook Ads,Added to Cart,,No,02/03/2024 14:00,1298
CUST-00571,30/07/2024,Manchester,United Kingdom,Mobile,Android,Direct,Added to Cart,,No,01/08/2024 15:54,1676
CUST-00601,04/07/2024,Manchester,United Kingdom,Tablet,iPadOS,Facebook Ads,Added to Cart,,No,13/07/2024 05:34,938
CUST-00486,01/04/2024,New York,United States,Mobile,Android,Email Campaign,Viewed,,No,07/04/2024 13:04,93
CUST-01074,29/02/2024,New York,United States,Mobile,iOS,Facebook Ads,Added to Cart,,No,08/03/2024 02:32,
CUST-01729,08/11/2024,Berlin,Germany,Mobile,Android,Email Campaign,Viewed,,No,28/11/2024 15:14,1648
CUST-00932,25/11/2024,Leeds,United Kingdom,Mobile,Android,Email Campaign,Viewed,,No,01/12/2024 05:25,1123
CUST-01032,27/06/2024,Toronto,Canada,Tablet,iPadOS,Direct,Viewed,,No,02/07/2024 03:21,1389
CUST-00877,25/07/2024,Chicago,United States,Desktop,macOS,Direct,Added to Cart,,No,13/08/2024 00:32,1168
CUST-00914,22/01/2024,Leeds,United Kingdom,Mobile,iOS,Affiliate,Added to Cart,,No,07/02/2024 00:19,189
CUST-01757,26/07/2024,London,United Kingdom,Desktop,Windows,Facebook Ads,Checkout,,No,10/08/2024 09:56,827
CUST-00371,26/12/2024,London,United Kingdom,Tablet,iPadOS,Direct,Viewed,,No,14/01/2025 06:43,17
CUST-01695,01/11/2024,London,United Kingdom,Mobile,Android,Referral,Purchased,286.79 ,No,10/11/2024 14:37,435
CUST-00705,19/09/2024,Paris,France,Mobile,Android,Affiliate,Viewed,,No,09/10/2024 17:03,1583
CUST-00556,17/04/2024,London,United Kingdom,Mobile,Android,Google Search,Viewed,,No,08/05/2024 12:16,217
CUST-00098,17/10/2024,Manchester,United Kingdom,Tablet,iPadOS,Email Campaign,Added to Cart,,No,23/10/2024 17:10,1521
CUST-00689,08/06/2024,Toronto,Canada,Desktop,Windows,Instagram Ads,Viewed,,No,10/08/2024 03:16,553
CUST-01023,28/06/2024,London,United Kingdom,Mobile,Android,Affiliate,Viewed,,No,28/06/2024 21:51,305
CUST-00376,17/11/2024,Sydney,Australia,Tablet,Android,Google Search,Checkout,,No,18/11/2024 08:49,1079
CUST-01408,02/06/2024,Chicago,United States,Tablet,iPadOS,Instagram Ads,Viewed,,No,20/06/2024 10:32,17
CUST-00161,20/09/2024,Sydney,Australia,Mobile,iOS,Instagram Ads,Viewed,,No,23/09/2024 05:28,1399
CUST-00881,04/11/2024,Manchester,United Kingdom,Desktop,Windows,Google Search,Added to Cart,,No,15/11/2024 11:48,
CUST-01294,25/08/2024,Sydney,Australia,Mobile,Android,Referral,Checkout,,No,31/08/2024 16:30,1148
CUST-00166,01/01/2024,London,United Kingdom,Mobile,iOS,Affiliate,Added to Cart,,No,08/01/2024 14:46,285
CUST-00370,19/08/2024,London,United Kingdom,Tablet,Android,Facebook Ads,Viewed,,No,27/08/2024 09:01,47
CUST-00972,06/09/2024,Manchester,United Kingdom,Desktop,Windows,Google Search,Viewed,,No,22/06/2024 08:48,98
CUST-00517,25/10/2024,Leeds,United Kingdom,Tablet,Android,Facebook Ads,Added to Cart,,No,10/11/2024 04:31,1411
CUST-00987,18/06/2024,New York,United States,Tablet,Android,Direct,Viewed,,No,20/06/2024 19:14,1521
CUST-00213,18/03/2024,Chicago,United States,Desktop,Windows,Affiliate,Viewed,,No,05/04/2024 14:00,1307
CUST-00934,19/02/2024,London,United Kingdom,Desktop,Windows,Google Search,Checkout,,No,24/02/2024 09:50,1370
CUST-00508,11/06/2024,Los Angeles,United States,Tablet,iPadOS,Google Search,Added to Cart,,No,14/11/2024 10:03,1263
CUST-00358,19/01/2024,Chicago,United States,Mobile,iOS,Direct,Added to Cart,,No,31/01/2024 20:21,304
CUST-00604,10/09/2024,Toronto,Canada,Mobile,Android,Instagram Ads,Added to Cart,,No,23/09/2024 01:52,1493
CUST-00011,11/01/2024,New York,United States,Mobile,Android,Facebook Ads,Added to Cart,,No,30/01/2024 05:25,1385
CUST-00792,15/02/2024,Dublin,Ireland,Mobile,iOS,Email Campaign,Viewed,,No,23/02/2024 16:10,1702
CUST-00625,30/10/2024,Berlin,Germany,Desktop,Windows,Facebook Ads,Added to Cart,,No,02/11/2024 02:29,1043
CUST-00916,30/05/2024,London,United Kingdom,Desktop,Windows,Google Search,Viewed,,No,06/06/2024 07:25,760
CUST-00574,31/10/2024,Manchester,United Kingdom,Desktop,macOS,Google Search,Checkout,,No,04/11/2024 02:45,1445
CUST-01682,18/10/2024,Berlin,Germany,Mobile,iOS,Instagram Ads,Checkout,,No,19/10/2024 04:12,780
CUST-01209,30/12/2024,Toronto,Canada,Mobile,Android,Referral,Purchased,38.81 ,No,31/12/2024 11:22,932
CUST-00578,07/06/2024,Leeds,United Kingdom,Mobile,iOS,Instagram Ads,Added to Cart,,No,08/06/2024 06:50,745
CUST-01302,27/03/2024,London,United Kingdom,Mobile,Android,Affiliate,Viewed,,No,31/03/2024 00:37,627
CUST-00289,19/12/2024,Manchester,United Kingdom,Desktop,macOS,Facebook Ads,Added to Cart,,No,27/12/2024 07:18,272
CUST-00209,02/02/2024,Chicago,United States,Desktop,Windows,Instagram Ads,Viewed,,No,13/02/2024 12:14,1658
CUST-00992,14/07/2024,Melbourne,Australia,Mobile,iOS,Facebook Ads,Viewed,,No,18/07/2024 16:33,388
CUST-01059,21/12/2024,Birmingham,United Kingdom,Mobile,Android,Google Search,Checkout,,No,05/01/2025 10:29,662
CUST-01471,08/07/2024,Chicago,United States,Desktop,Windows,Direct,Added to Cart,,No,15/07/2024 21:51,392
CUST-00608,09/09/2024,New York,United States,Desktop,Windows,Facebook Ads,Purchased,117.84 ,Yes,26/09/2024 11:09,1738
CUST-00680,15/09/2024,London,United Kingdom,Tablet,Android,Google Search,Added to Cart,,No,28/09/2024 13:07,1537
CUST-00964,27/07/2024,New York,United States,Desktop,macOS,Facebook Ads,Added to Cart,,No,13/08/2024 13:40,1204
CUST-01115,26/01/2024,New York,United States,Mobile,iOS,Google Search,Viewed,,No,15/02/2024 06:05,778
CUST-00275,18/11/2024,Chicago,United States,Desktop,Windows,Email Campaign,Added to Cart,,No,26/11/2024 21:30,1255
CUST-01015,09/03/2024,London,United Kingdom,Tablet,Android,Google Search,Added to Cart,,No,26/03/2024 20:15,1180
CUST-00709,22/07/2024,Manchester,United Kingdom,Tablet,iPadOS,Google Search,Purchased,299.51 ,Yes,30/07/2024 08:48,878
CUST-01793,23/06/2024,Toronto,Canada,Mobile,iOS,Facebook Ads,Added to Cart,,No,04/07/2024 02:13,1457
CUST-00543,07/08/2024,Los Angeles,United States,Mobile,Android,Email Campaign,Purchased,48.36 ,No,20/08/2024 00:57,1024
CUST-01596,23/12/2024,Melbourne,Australia,Desktop,Windows,Email Campaign,Viewed,,No,08/01/2025 13:52,868
CUST-01653,10/05/2024,London,United Kingdom,Tablet,Android,Facebook Ads,Added to Cart,,No,10/05/2024 17:52,463
CUST-00082,24/06/2024,Birmingham,United Kingdom,Mobile,iOS,Instagram Ads,Viewed,,No,02/07/2024 01:04,1405
CUST-01090,30/05/2024,Paris,France,Tablet,iPadOS,Direct,Viewed,,No,02/06/2024 03:15,251
CUST-01150,27/06/2024,New York,United States,Desktop,Windows,Affiliate,Viewed,,No,12/07/2024 21:42,
CUST-00407,28/09/2024,Leeds,United Kingdom,Desktop,macOS,Facebook Ads,Viewed,,No,12/10/2024 20:18,1294
CUST-01577,21/04/2024,Manchester,United Kingdom,Mobile,Android,Direct,Purchased,177.95 ,No,03/05/2024 19:01,439
CUST-00108,28/08/2024,London,United Kingdom,Mobile,Android,Direct,Purchased,174.18 ,Yes,01/09/2024 13:24,1047
CUST-00430,23/07/2024,Leeds,United Kingdom,Mobile,iOS,Direct,Viewed,,No,29/07/2024 11:14,650
CUST-01346,10/07/2024,London,United Kingdom,Mobile,Android,Google Search,Viewed,,No,10/07/2024 11:49,939
CUST-00242,02/10/2024,London,United Kingdom,Mobile,Android,Google Search,Viewed,,No,14/10/2024 06:24,1544
CUST-00844,16/01/2024,Sydney,Australia,Tablet,iPadOS,Direct,Checkout,,No,22/01/2024 01:21,1389
CUST-01631,27/10/2024,London,United Kingdom,Tablet,Android,Email Campaign,Added to Cart,,No,02/11/2024 10:41,695
CUST-01633,27/07/2024,Dublin,Ireland,Desktop,Windows,Email Campaign,Checkout,,No,13/08/2024 14:07,260
CUST-00157,16/12/2024,Melbourne,Australia,Tablet,iPadOS,Google Search,Checkout,,No,21/12/2024 12:54,1535
CUST-01687,03/09/2024,London,United Kingdom,Mobile,Android,Email Campaign,Viewed,,No,23/09/2024 15:37,69
CUST-00456,04/02/2024,Berlin,Germany,Desktop,Windows,Affiliate,Purchased,346.45 ,No,18/02/2024 06:37,197
CUST-01201,18/07/2024,Toronto,Canada,Mobile,Android,Facebook Ads,Viewed,,No,20/07/2024 15:41,912
CUST-01048,18/03/2024,London,United Kingdom,Desktop,Windows,Facebook Ads,Viewed,,No,20/03/2024 08:11,1564
CUST-01493,15/08/2024,Los Angeles,United States,Desktop,macOS,Google Search,Viewed,,No,24/08/2024 15:28,891
CUST-00841,08/09/2024,Los Angeles,United States,Mobile,Android,Facebook Ads,Viewed,,No,09/09/2024 18:28,636
CUST-00513,23/03/2024,London,United Kingdom,Desktop,Windows,Direct,Viewed,,No,26/03/2024 12:26,1106
CUST-01704,29/03/2024,Berlin,Germany,Desktop,Windows,Email Campaign,Purchased,250.73 ,Yes,30/03/2024 05:58,1094
CUST-01331,26/02/2024,Los Angeles,United States,Desktop,macOS,Facebook Ads,Viewed,,No,17/03/2024 19:24,892
CUST-00762,24/06/2024,London,United Kingdom,Desktop,macOS,Direct,Viewed,,No,15/07/2024 13:53,1474
CUST-01720,27/11/2024,Sydney,Australia,Desktop,Windows,Referral,Viewed,,No,15/12/2024 20:45,1590
CUST-01726,21/03/2024,New York,United States,Desktop,macOS,Facebook Ads,Purchased,372.35 ,Yes,31/03/2024 11:00,1109
CUST-00186,08/10/2024,London,United Kingdom,Desktop,Windows,Direct,Checkout,,No,25/10/2024 09:26,719
CUST-00239,11/11/2024,Dublin,Ireland,Desktop,macOS,Facebook Ads,Viewed,,No,22/11/2024 12:57,1127
CUST-00200,04/08/2024,Leeds,United Kingdom,Mobile,iOS,Instagram Ads,Added to Cart,,No,15/08/2024 22:51,1079
CUST-01785,09/11/2024,Toronto,Canada,Desktop,macOS,Facebook Ads,Added to Cart,,No,11/11/2024 13:39,
CUST-00904,01/08/2024,Toronto,Canada,Desktop,macOS,Email Campaign,Checkout,,No,08/08/2024 03:23,1224
CUST-01650,02/03/2024,Berlin,Germany,Desktop,Windows,Instagram Ads,Purchased,46.29 ,No,09/03/2024 14:44,1241
CUST-00650,23/12/2024,Manchester,United Kingdom,Mobile,iOS,Referral,Viewed,,No,31/12/2024 20:01,586
CUST-00499,06/01/2024,Melbourne,Australia,Desktop,macOS,Google Search,Checkout,,No,07/01/2024 09:56,122
CUST-00766,08/02/2024,Los Angeles,United States,Mobile,Android,Facebook Ads,Purchased,347.60 ,Yes,22/02/2024 03:09,1723
CUST-01398,24/03/2024,Paris,France,Desktop,Windows,Referral,Added to Cart,,No,08/04/2024 11:00,146
CUST-00375,03/02/2024,London,United Kingdom,Mobile,Android,Direct,Viewed,,No,06/02/2024 18:51,323
CUST-01773,06/02/2024,Manchester,United Kingdom,Mobile,iOS,Facebook Ads,Added to Cart,,No,17/02/2024 01:18,1485
CUST-00895,08/09/2024,Leeds,United Kingdom,Desktop,Windows,Direct,Viewed,,No,25/09/2024 17:25,1230
CUST-01383,27/08/2024,Chicago,United States,Tablet,iPadOS,Facebook Ads,Viewed,,No,17/09/2024 10:14,454
CUST-01659,06/06/2024,Chicago,United States,Mobile,Android,Facebook Ads,Purchased,240.05 ,No,12/06/2024 16:59,1612
CUST-01381,10/07/2024,London,United Kingdom,Tablet,iPadOS,Instagram Ads,Viewed,,No,27/07/2024 13:14,1093
CUST-00524,05/12/2024,London,United Kingdom,Mobile,Android,Facebook Ads,Added to Cart,,No,20/05/2024 00:12,1196
